Time,Value
12:19:35,103872
12:19:35,110199
12:19:35,67852
12:19:35,34154
12:19:35,22871
12:19:35,19439
12:19:35,19074
12:19:35,4643
12:19:35,-8434
12:19:35,-3924
12:19:35,-8904
12:19:35,-35238
12:19:35,-66494
12:19:35,-90249
12:19:35,-101095
12:19:35,-85291
12:19:35,-43290
12:19:35,3626
12:19:35,39788
12:19:35,59754
12:19:35,62777
12:19:35,55419
12:19:35,34999
12:19:35,-3429
12:19:35,-37964
12:19:35,-43724
12:19:35,-37221
12:19:35,-41056
12:19:35,-44044
12:19:35,-56956
12:19:35,-71470
12:19:35,-67163
12:19:35,-56355
12:19:35,-29016
12:19:35,15887
12:19:35,60361
12:19:35,90570
12:19:35,85699
12:19:35,41059
12:19:35,-10760
12:19:35,-51654
12:19:35,-82954
12:19:35,-86738
12:19:35,-63713
12:19:35,-26277
12:19:35,27893
12:19:35,82412
12:19:35,113000
12:19:35,118969
12:19:35,109157
12:19:35,92456
12:19:35,79037
12:19:35,72791
12:19:35,66653
12:19:35,52433
12:19:35,31015
12:19:35,3389
12:19:35,-26775
12:19:35,-55859
12:19:35,-88537
12:19:35,-103397
12:19:35,-84397
12:19:35,-43472
12:19:35,4286
12:19:35,47747
12:19:35,93014
12:19:35,132500
12:19:35,143685
12:19:35,120304
12:19:35,74297
12:19:35,17646
12:19:35,-50173
12:19:35,-104665
12:19:35,-128076
12:19:35,-140957
12:19:35,-135742
12:19:35,-105057
12:19:35,-65143
12:19:35,-21867
12:19:35,25636
12:19:35,73515
12:19:35,106245
12:19:35,118725
12:19:35,115326
12:19:35,91023
12:19:35,46577
12:19:35,-5754
12:19:35,-51039
12:19:36,-80616
12:19:36,-91719
12:19:36,-82250
12:19:36,-61334
12:19:36,-34198
12:19:36,560
12:19:36,34187
12:19:36,62459
12:19:36,83616
12:19:36,92385
12:19:36,86938
12:19:36,73139
12:19:36,55092
12:19:36,29057
12:19:36,2235
12:19:36,-16134
12:19:36,-30699
12:19:36,-39643
12:19:36,-36533
12:19:36,-24335
12:19:36,-4377
12:19:36,23161
12:19:36,48128
12:19:36,60949
12:19:36,66428
12:19:36,65367
12:19:36,53150
12:19:36,37584
12:19:36,27166
12:19:36,26183
12:19:36,30153
12:19:36,30583
12:19:36,31451
12:19:36,17612
12:19:36,-4134
12:19:36,3071
12:19:36,25530
12:19:36,46440
12:19:36,64373
12:19:36,75505
12:19:36,76036
12:19:36,54385
12:19:36,17194
12:19:36,-14920
12:19:36,-25485
12:19:36,-21402
12:19:36,-16686
12:19:36,-14019
12:19:36,-9480
12:19:36,2011
12:19:36,17975
12:19:36,36031
12:19:36,53925
12:19:36,63848
12:19:36,63860
12:19:36,59396
12:19:36,44733
12:19:36,26349
12:19:36,14203
12:19:36,2623
12:19:36,-13559
12:19:36,-21313
12:19:36,-2019
12:19:36,16464
12:19:36,28979
12:19:36,56049
12:19:36,78224
12:19:36,78251
12:19:36,64245
12:19:36,48274
12:19:36,27941
12:19:36,6547
12:19:36,-9832
12:19:36,-23800
12:19:36,-33295
12:19:36,-37442
12:19:36,-35373
12:19:36,-23568
12:19:36,-2019
12:19:36,24701
12:19:36,49596
12:19:36,70334
12:19:36,82049
12:19:36,77907
12:19:36,61403
12:19:36,40825
12:19:36,18082
12:19:36,-2666
12:19:36,-14151
12:19:36,-18374
12:19:36,-18637
12:19:36,-14758
12:19:36,-9406
12:19:36,-1065
12:19:36,11305
12:19:36,24387
12:19:36,36837
12:19:36,45779
12:19:36,51205
12:19:36,49264
12:19:37,38721
12:19:37,27098
12:19:37,14850
12:19:37,596
12:19:37,-11589
12:19:37,-16293
12:19:37,-17095
12:19:37,-14094
12:19:37,-639
12:19:37,15968
12:19:37,29209
12:19:37,38798
12:19:37,40169
12:19:37,33077
12:19:37,26722
12:19:37,26123
12:19:37,28410
12:19:37,29879
12:19:37,27984
12:19:37,21028
12:19:37,9369
12:19:37,-1814
12:19:37,-9220
12:19:37,-8917
12:19:37,7141
12:19:37,29153
12:19:37,39808
12:19:37,45128
12:19:37,34346
12:19:37,10313
12:19:37,7905
12:19:37,22283
12:19:37,37900
12:19:37,48367
12:19:37,53624
12:19:37,52856
12:19:37,27770
12:19:37,-14476
12:19:37,-44301
12:19:37,-50402
12:19:37,-44739
12:19:37,-33031
12:19:37,-14627
12:19:37,-555
12:19:37,18841
12:19:37,45731
12:19:37,61735
12:19:37,66414
12:19:37,64215
12:19:37,56124
12:19:37,39134
12:19:37,19940
12:19:37,5387
12:19:37,-10358
12:19:37,-22773
12:19:37,-23947
12:19:37,-10358
12:19:37,11096
12:19:37,24634
12:19:37,37367
12:19:37,56190
12:19:37,67929
12:19:37,67607
12:19:37,59613
12:19:37,43738
12:19:37,19785
12:19:37,-3995
12:19:37,-23906
12:19:37,-38385
12:19:37,-45637
12:19:37,-47908
12:19:37,-37663
12:19:37,-17412
12:19:37,4989
12:19:37,32131
12:19:37,55122
12:19:37,66222
12:19:37,68298
12:19:37,63762
12:19:37,55947
12:19:37,42637
12:19:37,25318
12:19:37,12503
12:19:37,2419
12:19:37,-7787
12:19:37,-16056
12:19:37,-19273
12:19:37,-18537
12:19:37,-11952
12:19:37,3198
12:19:37,23374
12:19:37,42339
12:19:37,56372
12:19:37,60394
12:19:37,50528
12:19:37,39593
12:19:37,30558
12:19:37,20071
12:19:37,13123
12:19:37,8695
12:19:38,955
12:19:38,-7421
12:19:38,-9333
12:19:38,-8764
12:19:38,-5007
12:19:38,4157
12:19:38,16133
12:19:38,28731
12:19:38,44551
12:19:38,60992
12:19:38,61829
12:19:38,51283
12:19:38,39981
12:19:38,26192
12:19:38,10606
12:19:38,-2173
12:19:38,-6789
12:19:38,-786
12:19:38,8536
12:19:38,14028
12:19:38,20836
12:19:38,13729
12:19:38,6196
12:19:38,16435
12:19:38,21914
12:19:38,27687
12:19:38,37292
12:19:38,49879
12:19:38,59127
12:19:38,43198
12:19:38,7226
12:19:38,-20884
12:19:38,-28245
12:19:38,-20705
12:19:38,-6331
12:19:38,2783
12:19:38,1967
12:19:38,2846
12:19:38,14576
12:19:38,29040
12:19:38,37143
12:19:38,42816
12:19:38,49491
12:19:38,50495
12:19:38,43092
12:19:38,32589
12:19:38,20022
12:19:38,1714
12:19:38,-15423
12:19:38,-11589
12:19:38,1579
12:19:38,4774
12:19:38,19174
12:19:38,40012
12:19:38,48678
12:19:38,54315
12:19:38,58932
12:19:38,56164
12:19:38,43806
12:19:38,20736
12:19:38,-7104
12:19:38,-29297
12:19:38,-44059
12:19:38,-49420
12:19:38,-41126
12:19:38,-23088
12:19:38,2546
12:19:38,29606
12:19:38,52909
12:19:38,71145
12:19:38,70819
12:19:38,60283
12:19:38,51787
12:19:38,36637
12:19:38,15606
12:19:38,-171
12:19:38,-10545
12:19:38,-22592
12:19:38,-28101
12:19:38,-23483
12:19:38,-15463
12:19:38,-3712
12:19:38,11900
12:19:38,28671
12:19:38,40815
12:19:38,45736
12:19:38,44684
12:19:38,34509
12:19:38,19582
12:19:38,5076
12:19:38,-9732
12:19:38,-17777
12:19:38,-19021
12:19:38,-18523
12:19:38,-16935
12:19:38,-10704
12:19:38,4077
12:19:38,25073
12:19:38,48134
12:19:38,64327
12:19:39,65267
12:19:39,51206
12:19:39,31513
12:19:39,15280
12:19:39,898
12:19:39,-4110
12:19:39,7631
12:19:39,21706
12:19:39,18743
12:19:39,7439
12:19:39,-10792
12:19:39,-34851
12:19:39,-24934
12:19:39,3856
12:19:39,28938
12:19:39,52013
12:19:39,69889
12:19:39,78426
12:19:39,52140
12:19:39,3710
12:19:39,-33506
12:19:39,-42665
12:19:39,-22604
12:19:39,7120
12:19:39,19462
12:19:39,9830
12:19:39,3293
12:19:39,4676
12:19:39,9459
12:19:39,22321
12:19:39,34760
12:19:39,43773
12:19:39,51970
12:19:39,55249
12:19:39,50412
12:19:39,41497
12:19:39,27556
12:19:39,10784
12:19:39,-1175
12:19:39,1665
12:19:39,6617
12:19:39,301
12:19:39,7165
12:19:39,25932
12:19:39,38554
12:19:39,45909
12:19:39,49427
12:19:39,45004
12:19:39,35648
12:19:39,21805
12:19:39,202
12:19:39,-21778
12:19:39,-37692
12:19:39,-43857
12:19:39,-39450
12:19:39,-22857
12:19:39,6459
12:19:39,36312
12:19:39,58034
12:19:39,68863
12:19:39,66541
12:19:39,55800
12:19:39,42377
12:19:39,31433
12:19:39,18957
12:19:39,8116
12:19:39,377
12:19:39,-7195
12:19:39,-10593
12:19:39,-11924
12:19:39,-9195
12:19:39,-1709
12:19:39,11992
12:19:39,29653
12:19:39,40769
12:19:39,43749
12:19:39,46150
12:19:39,43633
12:19:39,32575
12:19:39,18877
12:19:39,2970
12:19:39,-8901
12:19:39,-11665
12:19:39,-7087
12:19:39,-1921
12:19:39,-1762
12:19:39,1112
12:19:39,4426
12:19:39,5121
12:19:39,13696
12:19:39,25241
12:19:39,36101
12:19:39,37579
12:19:39,31837
12:19:39,22023
12:19:39,-1166
12:19:39,-4789
12:19:39,15973
12:19:39,31045
12:19:39,34896
12:19:40,42956
12:19:40,52258
12:19:40,40015
12:19:40,8024
12:19:40,-27129
12:19:40,-42760
12:19:40,-27954
12:19:40,4646
12:19:40,24436
12:19:40,22734
12:19:40,17782
12:19:40,18161
12:19:40,22341
12:19:40,25970
12:19:40,28408
12:19:40,29375
12:19:40,30860
12:19:40,29871
12:19:40,24061
12:19:40,21078
12:19:40,15801
12:19:40,6622
12:19:40,3680
12:19:40,5197
12:19:40,14345
12:19:40,25743
12:19:40,30073
12:19:40,42036
12:19:40,61770
12:19:40,71433
12:19:40,66986
12:19:40,53585
12:19:40,33867
12:19:40,10925
12:19:40,-15395
12:19:40,-35486
12:19:40,-38537
12:19:40,-34600
12:19:40,-25185
12:19:40,-5330
12:19:40,18865
12:19:40,40682
12:19:40,57001
12:19:40,67320
12:19:40,69520
12:19:40,60046
12:19:40,43345
12:19:40,26249
12:19:40,8408
12:19:40,-8700
12:19:40,-21684
12:19:40,-25157
12:19:40,-19531
12:19:40,-10640
12:19:40,-1561
12:19:40,7693
12:19:40,20583
12:19:40,32620
12:19:40,39747
12:19:40,45222
12:19:40,47948
12:19:40,41693
12:19:40,28810
12:19:40,17782
12:19:40,9653
12:19:40,5812
12:19:40,9061
12:19:40,16589
12:19:40,19888
12:19:40,16640
12:19:40,9293
12:19:40,-6888
12:19:40,-18660
12:19:40,-13194
12:19:40,6036
12:19:40,31257
12:19:40,45806
12:19:40,50054
12:19:40,36951
12:19:40,8501
12:19:40,-812
12:19:40,9095
12:19:40,21306
12:19:40,32489
12:19:40,41353
12:19:40,51093
12:19:40,46522
12:19:40,16060
12:19:40,-19224
12:19:40,-39997
12:19:40,-44675
12:19:40,-37603
12:19:40,-25878
12:19:40,-17906
12:19:40,-9250
12:19:40,12428
12:19:40,38181
12:19:40,53954
12:19:40,60411
12:19:40,61676
12:19:41,62229
12:19:41,58115
12:19:41,45826
12:19:41,26779
12:19:41,-464
12:19:41,-28451
12:19:41,-40304
12:19:41,-36674
12:19:41,-21380
12:19:41,9128
12:19:41,35549
12:19:41,53130
12:19:41,72647
12:19:41,83107
12:19:41,75600
12:19:41,58965
12:19:41,40431
12:19:41,18635
12:19:41,-2505
12:19:41,-22379
12:19:41,-39141
12:19:41,-45437
12:19:41,-43046
12:19:41,-30758
12:19:41,-11005
12:19:41,10129
12:19:41,37511
12:19:41,63056
12:19:41,76011
12:19:41,78664
12:19:41,72089
12:19:41,56446
12:19:41,33900
12:19:41,14045
12:19:41,-794
12:19:41,-14219
12:19:41,-23764
12:19:41,-28437
12:19:41,-25425
12:19:41,-14335
12:19:41,2377
12:19:41,18507
12:19:41,31617
12:19:41,43856
12:19:41,49791
12:19:41,50104
12:19:41,50527
12:19:41,43834
12:19:41,27428
12:19:41,10871
12:19:41,-5647
12:19:41,-19957
12:19:41,-24364
12:19:41,-15474
12:19:41,3350
12:19:41,20110
12:19:41,29289
12:19:41,33109
12:19:41,32722
12:19:41,29135
12:19:41,26183
12:19:41,27666
12:19:41,33652
12:19:41,45349
12:19:41,45958
12:19:41,29745
12:19:41,11822
12:19:41,-17110
12:19:41,-39637
12:19:41,-29451
12:19:41,-2613
12:19:41,22641
12:19:41,44919
12:19:41,70171
12:19:41,83069
12:19:41,65382
12:19:41,31665
12:19:41,-317
12:19:41,-26365
12:19:41,-41357
12:19:41,-45805
12:19:41,-48321
12:19:41,-45548
12:19:41,-24806
12:19:41,5885
12:19:41,31648
12:19:41,50873
12:19:41,59641
12:19:41,59355
12:19:41,54892
12:19:41,50914
12:19:41,41945
12:19:41,23565
12:19:41,6238
12:19:41,-5543
12:19:41,-11481
12:19:41,-7814
12:19:41,9137
12:19:41,22428
12:19:41,30642
12:19:42,44899
12:19:42,53284
12:19:42,49557
12:19:42,41341
12:19:42,30697
12:19:42,14310
12:19:42,229
12:19:42,-11597
12:19:42,-25753
12:19:42,-33085
12:19:42,-30030
12:19:42,-21836
12:19:42,-9425
12:19:42,10471
12:19:42,32336
12:19:42,44786
12:19:42,52662
12:19:42,58480
12:19:42,53985
12:19:42,45936
12:19:42,36899
12:19:42,22585
12:19:42,7006
12:19:42,-4802
12:19:42,-10529
12:19:42,-11761
12:19:42,-9233
12:19:42,-3611
12:19:42,7617
12:19:42,18287
12:19:42,24093
12:19:42,30192
12:19:42,31746
12:19:42,30438
12:19:42,28732
12:19:42,21319
12:19:42,16018
12:19:42,11097
12:19:42,3863
12:19:42,10034
12:19:42,20130
12:19:42,24482
12:19:42,24248
12:19:42,17731
12:19:42,14193
12:19:42,7571
12:19:42,-11299
12:19:42,-25263
12:19:42,-26705
12:19:42,-24491
12:19:42,-14099
12:19:42,2403
12:19:42,18611
12:19:42,35457
12:19:42,52947
12:19:42,70698
12:19:42,81869
12:19:42,83547
12:19:42,79916
12:19:42,73004
12:19:42,56361
12:19:42,23196
12:19:42,-20276
12:19:42,-61656
12:19:42,-75132
12:19:42,-55317
12:19:42,-20401
12:19:42,19934
12:19:42,55987
12:19:42,85662
12:19:42,98347
12:19:42,79102
12:19:42,36821
12:19:42,-2875
12:19:42,-26376
12:19:42,-39340
12:19:42,-45962
12:19:42,-51165
12:19:42,-53411
12:19:42,-40426
12:19:42,-15789
12:19:42,13055
12:19:42,41032
12:19:42,59952
12:19:42,74386
12:19:42,81144
12:19:42,75163
12:19:42,61513
12:19:42,42936
12:19:42,23226
12:19:42,12039
12:19:42,9922
12:19:42,10073
12:19:42,22487
12:19:42,35717
12:19:42,36536
12:19:42,41321
12:19:42,43669
12:19:42,31991
12:19:42,15792
12:19:43,1068
12:19:43,-14253
12:19:43,-29405
12:19:43,-35758
12:19:43,-32703
12:19:43,-23310
12:19:43,-8390
12:19:43,10717
12:19:43,36056
12:19:43,62206
12:19:43,83837
12:19:43,89952
12:19:43,75307
12:19:43,48247
12:19:43,19215
12:19:43,-4676
12:19:43,-25836
12:19:43,-34039
12:19:43,-33994
12:19:43,-33928
12:19:43,-19833
12:19:43,-681
12:19:43,10216
12:19:43,22655
12:19:43,37984
12:19:43,47546
12:19:43,51681
12:19:43,47175
12:19:43,34857
12:19:43,25383
12:19:43,19006
12:19:43,7786
12:19:43,-2514
12:19:43,-5462
12:19:43,-8159
12:19:43,-10399
12:19:43,-9302
12:19:43,-6798
12:19:43,-4852
12:19:43,-1537
12:19:43,11035
12:19:43,25893
12:19:43,32694
12:19:43,40112
12:19:43,47294
12:19:43,49268
12:19:43,44412
12:19:43,30729
12:19:43,15168
12:19:43,1112
12:19:43,-4448
12:19:43,-5896
12:19:43,-9086
12:19:43,-347
12:19:43,19250
12:19:43,45215
12:19:43,63038
12:19:43,62430
12:19:43,53359
12:19:43,21423
12:19:43,-11046
12:19:43,-12749
12:19:43,-2093
12:19:43,11565
12:19:43,25968
12:19:43,41910
12:19:43,48090
12:19:43,30543
12:19:43,-2736
12:19:43,-34080
12:19:43,-47351
12:19:43,-42900
12:19:43,-24859
12:19:43,-8468
12:19:43,-2694
12:19:43,4784
12:19:43,11158
12:19:43,16899
12:19:43,27615
12:19:43,35826
12:19:43,41529
12:19:43,45091
12:19:43,42634
12:19:43,34670
12:19:43,24643
12:19:43,8912
12:19:43,-3944
12:19:43,-8968
12:19:43,-4265
12:19:43,11495
12:19:43,17007
12:19:43,27300
12:19:43,44367
12:19:43,44557
12:19:43,43332
12:19:43,50872
12:19:43,52905
12:19:43,49835
12:19:43,46758
12:19:43,33641
12:19:44,7597
12:19:44,-26273
12:19:44,-62177
12:19:44,-88704
12:19:44,-95652
12:19:44,-82910
12:19:44,-42400
12:19:44,19463
12:19:44,82683
12:19:44,128005
12:19:44,149862
12:19:44,161154
12:19:44,138556
12:19:44,89794
12:19:44,40055
12:19:44,-13961
12:19:44,-61412
12:19:44,-93501
12:19:44,-104503
12:19:44,-95636
12:19:44,-66129
12:19:44,-27692
12:19:44,13062
12:19:44,56268
12:19:44,88375
12:19:44,105601
12:19:44,106936
12:19:44,97282
12:19:44,77451
12:19:44,46284
12:19:44,13314
12:19:44,-15106
12:19:44,-38413
12:19:44,-53278
12:19:44,-56006
12:19:44,-49773
12:19:44,-36070
12:19:44,-13643
12:19:44,12552
12:19:44,35257
12:19:44,57732
12:19:44,87402
12:19:44,106990
12:19:44,102764
12:19:44,85196
12:19:44,52628
12:19:44,10248
12:19:44,-30025
12:19:44,-72556
12:19:44,-104728
12:19:44,-95696
12:19:44,-50129
12:19:44,-5458
12:19:44,33586
12:19:44,74902
12:19:44,85320
12:19:44,75406
12:19:44,81915
12:19:44,78366
12:19:44,48612
12:19:44,3975
12:19:44,-21588
12:19:44,-13923
12:19:44,-8866
12:19:44,5487
12:19:44,40104
12:19:44,61724
12:19:44,64174
12:19:44,53121
12:19:44,24569
12:19:44,-11666
12:19:44,-36399
12:19:44,-42984
12:19:44,-30042
12:19:44,-7102
12:19:44,8493
12:19:44,18003
12:19:44,27239
12:19:44,30866
12:19:44,23158
12:19:44,16197
12:19:44,16086
12:19:44,18248
12:19:44,25148
12:19:44,40255
12:19:44,60334
12:19:44,65398
12:19:44,65505
12:19:44,66700
12:19:44,54417
12:19:44,38747
12:19:44,22240
12:19:44,3599
12:19:44,-12492
12:19:44,-14904
12:19:44,-10243
12:19:44,-9023
12:19:44,3059
12:19:44,21623
12:19:44,34590
12:19:45,46692
12:19:45,65634
12:19:45,78662
12:19:45,75270
12:19:45,67684
12:19:45,54848
12:19:45,33983
12:19:45,12140
12:19:45,-4607
12:19:45,-15925
12:19:45,-25826
12:19:45,-25271
12:19:45,-13652
12:19:45,532
12:19:45,17415
12:19:45,33214
12:19:45,44413
12:19:45,48529
12:19:45,44797
12:19:45,31868
12:19:45,16543
12:19:45,3413
12:19:45,-10759
12:19:45,-18810
12:19:45,-18991
12:19:45,-18620
12:19:45,-23426
12:19:45,-23550
12:19:45,-13447
12:19:45,-3746
12:19:45,3691
12:19:45,12796
12:19:45,25026
12:19:45,37303
12:19:45,47004
12:19:45,51627
12:19:45,47405
12:19:45,35638
12:19:45,20846
12:19:45,3240
12:19:45,-16972
12:19:45,-27251
12:19:45,-22690
12:19:45,-8897
12:19:45,5571
12:19:45,12711
12:19:45,16470
12:19:45,7131
12:19:45,4829
12:19:45,21802
12:19:45,29244
12:19:45,30105
12:19:45,30423
12:19:45,33808
12:19:45,34028
12:19:45,12624
12:19:45,-28694
12:19:45,-61644
12:19:45,-67110
12:19:45,-47551
12:19:45,-14364
12:19:45,11595
12:19:45,18085
12:19:45,18212
12:19:45,27244
12:19:45,36138
12:19:45,38785
12:19:45,37312
12:19:45,37511
12:19:45,36270
12:19:45,31215
12:19:45,28749
12:19:45,24337
12:19:45,13938
12:19:45,6908
12:19:45,7265
12:19:45,18835
12:19:45,29955
12:19:45,25565
12:19:45,31727
12:19:45,50836
12:19:45,60654
12:19:45,61226
12:19:45,57855
12:19:45,49117
12:19:45,33018
12:19:45,9883
12:19:45,-13183
12:19:45,-27831
12:19:45,-34556
12:19:45,-34877
12:19:45,-26570
12:19:45,-9060
12:19:45,14627
12:19:45,40248
12:19:45,59233
12:19:45,70401
12:19:45,71845
12:19:45,65898
12:19:45,56921
12:19:46,39074
12:19:46,23200
12:19:46,12270
12:19:46,-1875
12:19:46,-11453
12:19:46,-17079
12:19:46,-22603
12:19:46,-21885
12:19:46,-11916
12:19:46,4164
12:19:46,19911
12:19:46,32728
12:19:46,41806
12:19:46,48383
12:19:46,54920
12:19:46,57946
12:19:46,53750
12:19:46,44193
12:19:46,30645
12:19:46,13234
12:19:46,-3851
12:19:46,-16651
12:19:46,-20051
12:19:46,-12901
12:19:46,4870
12:19:46,30886
12:19:46,49257
12:19:46,53228
12:19:46,52257
12:19:46,46567
12:19:46,33836
12:19:46,25290
12:19:46,23112
12:19:46,25083
12:19:46,26473
12:19:46,13403
12:19:46,-1796
12:19:46,-22255
12:19:46,-41021
12:19:46,-28183
12:19:46,-4032
12:19:46,16692
12:19:46,38305
12:19:46,60296
12:19:46,72320
12:19:46,61181
12:19:46,30845
12:19:46,-862
12:19:46,-21012
12:19:46,-28724
12:19:46,-24861
12:19:46,-21678
12:19:46,-26157
12:19:46,-24893
12:19:46,-10391
12:19:46,9758
12:19:46,28376
12:19:46,40590
12:19:46,47317
12:19:46,46939
12:19:46,40064
12:19:46,31526
12:19:46,20628
12:19:46,3786
12:19:46,-11590
12:19:46,-19901
12:19:46,-17181
12:19:46,172
12:19:46,6933
12:19:46,5771
12:19:46,15676
12:19:46,25151
12:19:46,29686
12:19:46,32925
12:19:46,34392
12:19:46,32850
12:19:46,23623
12:19:46,8560
12:19:46,-2416
12:19:46,-11152
12:19:46,-22704
12:19:46,-26618
12:19:46,-17568
12:19:46,-2113
12:19:46,19105
12:19:46,40805
12:19:46,55542
12:19:46,61161
12:19:46,56587
12:19:46,46513
12:19:46,33158
12:19:46,21763
12:19:46,12200
12:19:46,-3906
12:19:46,-15868
12:19:46,-19733
12:19:46,-20192
12:19:46,-12611
12:19:46,1470
12:19:46,15434
12:19:47,26095
12:19:47,34119
12:19:47,39806
12:19:47,43648
12:19:47,43899
12:19:47,40428
12:19:47,31984
12:19:47,17410
12:19:47,1439
12:19:47,-14020
12:19:47,-21671
12:19:47,-16082
12:19:47,-4541
12:19:47,7367
12:19:47,19645
12:19:47,30934
12:19:47,35789
12:19:47,32912
12:19:47,29743
12:19:47,31723
12:19:47,38326
12:19:47,37495
12:19:47,23507
12:19:47,6735
12:19:47,-15704
12:19:47,-21217
12:19:47,2858
12:19:47,31783
12:19:47,52590
12:19:47,63053
12:19:47,73081
12:19:47,68370
12:19:47,41632
12:19:47,3450
12:19:47,-31875
12:19:47,-45489
12:19:47,-40144
12:19:47,-20947
12:19:47,-6898
12:19:47,-1114
12:19:47,8794
12:19:47,30159
12:19:47,49131
12:19:47,40365
12:19:47,37136
12:19:47,43097
12:19:47,38323
12:19:47,33956
12:19:47,30201
12:19:47,23384
12:19:47,7119
12:19:47,-7053
12:19:47,-9011
12:19:47,-10439
12:19:47,-2955
12:19:47,16231
12:19:47,26226
12:19:47,37526
12:19:47,58714
12:19:47,70209
12:19:47,64103
12:19:47,52677
12:19:47,38639
12:19:47,19695
12:19:47,1781
12:19:47,-14776
12:19:47,-29189
12:19:47,-44013
12:19:47,-50454
12:19:47,-37353
12:19:47,-13191
12:19:47,17832
12:19:47,54166
12:19:47,82452
12:19:47,93801
12:19:47,89581
12:19:47,71420
12:19:47,42596
12:19:47,14586
12:19:47,-6131
12:19:47,-20384
12:19:47,-27825
12:19:47,-27282
12:19:47,-18821
12:19:47,-7935
12:19:47,7783
12:19:47,25224
12:19:47,38332
12:19:47,49289
12:19:47,54389
12:19:47,49574
12:19:47,37195
12:19:47,24624
12:19:47,11687
12:19:47,-1501
12:19:47,-6981
12:19:47,-8639
12:19:47,-10547
12:19:47,-3181
12:19:47,11715
12:19:48,24314
12:19:48,33950
12:19:48,40903
12:19:48,37623
12:19:48,26596
12:19:48,16818
12:19:48,7777
12:19:48,3153
12:19:48,8011
12:19:48,23062
12:19:48,31278
12:19:48,31302
12:19:48,23215
12:19:48,-907
12:19:48,-10682
12:19:48,2824
12:19:48,19995
12:19:48,33509
12:19:48,49035
12:19:48,64789
12:19:48,62461
12:19:48,34707
12:19:48,-2625
12:19:48,-30071
12:19:48,-43293
12:19:48,-41796
12:19:48,-32470
12:19:48,-26232
12:19:48,-15809
12:19:48,4309
12:19:48,25573
12:19:48,38090
12:19:48,43189
12:19:48,46018
12:19:48,53767
12:19:48,58679
12:19:48,48027
12:19:48,41886
12:19:48,33276
12:19:48,13210
12:19:48,-5523
12:19:48,-20623
12:19:48,-23216
12:19:48,-8493
12:19:48,8604
12:19:48,21688
12:19:48,40995
12:19:48,58268
12:19:48,65782
12:19:48,64339
12:19:48,53896
12:19:48,36530
12:19:48,17106
12:19:48,-2343
12:19:48,-21335
12:19:48,-37013
12:19:48,-45030
12:19:48,-41599
12:19:48,-29474
12:19:48,-7009
12:19:48,19875
12:19:48,44397
12:19:48,66763
12:19:48,78021
12:19:48,75480
12:19:48,65442
12:19:48,51143
12:19:48,29814
12:19:48,7452
12:19:48,-8339
12:19:48,-20820
12:19:48,-26806
12:19:48,-23397
12:19:48,-13473
12:19:48,-1649
12:19:48,9622
12:19:48,21791
12:19:48,30615
12:19:48,37958
12:19:48,46584
12:19:48,48447
12:19:48,43678
12:19:48,36187
12:19:48,24275
12:19:48,7775
12:19:48,-5516
12:19:48,-13195
12:19:48,-20032
12:19:48,-19016
12:19:48,-8194
12:19:48,2888
12:19:48,10724
12:19:48,20307
12:19:48,33564
12:19:48,45041
12:19:48,54252
12:19:48,58402
12:19:48,50067
12:19:48,33288
12:19:48,15082
12:19:49,-3393
12:19:49,-16452
12:19:49,-14747
12:19:49,-1656
12:19:49,14408
12:19:49,22897
12:19:49,24930
12:19:49,20740
12:19:49,2213
12:19:49,162
12:19:49,20387
12:19:49,37588
12:19:49,51713
12:19:49,62673
12:19:49,66407
12:19:49,57526
12:19:49,30100
12:19:49,-8762
12:19:49,-40632
12:19:49,-55684
12:19:49,-53605
12:19:49,-42219
12:19:49,-29992
12:19:49,-17169
12:19:49,1610
12:19:49,24794
12:19:49,43481
12:19:49,54723
12:19:49,59318
12:19:49,61709
12:19:49,59126
12:19:49,45532
12:19:49,26088
12:19:49,5757
12:19:49,-15200
12:19:49,-24621
12:19:49,-17078
12:19:49,-3473
12:19:49,19548
12:19:49,39300
12:19:49,47066
12:19:49,58797
12:19:49,68768
12:19:49,64259
12:19:49,45860
12:19:49,26370
12:19:49,7089
12:19:49,-11740
12:19:49,-22195
12:19:49,-27745
12:19:49,-30286
12:19:49,-30833
12:19:49,-25000
12:19:49,-9517
12:19:49,9240
12:19:49,30810
12:19:49,53676
12:19:49,69904
12:19:49,74672
12:19:49,70388
12:19:49,58886
12:19:49,36828
12:19:49,12692
12:19:49,-6834
12:19:49,-22648
12:19:49,-28791
12:19:49,-24572
12:19:49,-15645
12:19:49,-6512
12:19:49,6527
12:19:49,24242
12:19:49,37243
12:19:49,44974
12:19:49,49738
12:19:49,47109
12:19:49,39519
12:19:49,30539
12:19:49,18473
12:19:49,4979
12:19:49,-3438
12:19:49,-5636
12:19:49,-6124
12:19:49,-4221
12:19:49,759
12:19:49,4652
12:19:49,7616
12:19:49,15108
12:19:49,25292
12:19:49,33952
12:19:49,42060
12:19:49,47045
12:19:49,42270
12:19:49,29577
12:19:49,15218
12:19:49,2456
12:19:49,-1153
12:19:49,5132
12:19:49,11148
12:19:49,12597
12:19:49,12316
12:19:50,10119
12:19:50,7282
12:19:50,8542
12:19:50,15887
12:19:50,27410
12:19:50,41217
12:19:50,54110
12:19:50,49990
12:19:50,32518
12:19:50,8514
12:19:50,-24225
12:19:50,-31918
12:19:50,-11055
12:19:50,13542
